epoch;acc;loss
0;0.32974434662883845;3.9337345409456974
1;0.370199328271028;3.552261783817263
0;0.2916440670894526;4.124665734287257
1;0.37713305240320427;3.3445174315265405
2;0.396692986481976;3.135857432483831
3;0.4101432117823765;2.994152277588685
4;0.41989840620827773;2.894247011762754
5;0.4287174566088118;2.802387624302598
6;0.4356485730974633;2.729088749522679
7;0.44225894943257676;2.657219521353178
8;0.4491040136849132;2.5946971030037935
9;0.4547547772029373;2.539183345592229
10;0.46056982226301735;2.4938754513362382
11;0.4654043933578104;2.4419348567764017
12;0.47240330857810414;2.3885528504928057
13;0.4764555866154873;2.347623659548995
14;0.4837804572763685;2.288450973215345
15;0.4902369826435247;2.238413162320574
16;0.494774282376502;2.2052560062688564
17;0.5009074599465955;2.15891873247633
18;0.5071423356141522;2.1125132542585976
19;0.5125844876502003;2.075694735282572
20;0.5190097212950601;2.0206151148664935
21;0.5264754047062751;1.9775349536788798
22;0.5322774115487316;1.9405237679806189
23;0.5387886974299065;1.9032636691476696
24;0.5444603220961282;1.8651958118293568
25;0.5497408002336449;1.8286360448129346
26;0.5557879255674232;1.7903160816518582
27;0.560789385847797;1.7614227484001497
28;0.5674545226969292;1.7225226938963254
29;0.57348078688251;1.689565590290584
30;0.5787430115153538;1.6607726002248808
31;0.5839974132176236;1.6252103781349987
32;0.5876976593791722;1.605386229159835
33;0.5952467873831776;1.5752616875639587
34;0.5989000959612817;1.5512440182338252
35;0.6027646236648865;1.5314855647182593
36;0.6072967081108144;1.5086177111626944
37;0.6111534128838452;1.4904912086290734
38;0.6160088451268357;1.4701752183593322
39;0.6189945969626168;1.452216059407182
40;0.6233623998664887;1.4375811764331303
41;0.6255736815754339;1.4226258444053945
42;0.6290522780373832;1.4078385923828716
43;0.630963680740988;1.398243580227382
44;0.6327316630507344;1.391080447764836
45;0.6358191129839786;1.3726538391075083
46;0.6382989819759679;1.363827807244376
47;0.6406119617823764;1.3562192439396328
48;0.642473819259012;1.345879500793997
49;0.6464191839118825;1.3326036579140992
0;0.09314903846153846;5.594813933739295
1;0.15189302884615385;4.910987303807185
2;0.189453125;4.562701115241418
3;0.21799879807692307;4.249479275483352
4;0.23963341346153846;3.9540015183962307
5;0.26577524038461536;3.63071608543396
6;0.2878605769230769;3.3093757996192346
7;0.31310096153846156;2.992556461921105
8;0.33924278846153844;2.727516431074876
9;0.3698918269230769;2.465575566658607
10;0.39047475961538464;2.261616193331205
11;0.4221754807692308;2.06672465801239
12;0.43765024038461536;1.928692946067223
13;0.4508713942307692;1.844800252180833
14;0.4870793269230769;1.6569081361477191
15;0.5091646634615384;1.5597834587097168
16;0.5262920673076923;1.4722564128729014
17;0.5489783653846154;1.3851437385265644
18;0.5655048076923077;1.3001691469779382
19;0.6009615384615384;1.2159993190031786
20;0.6290564903846154;1.134636090351985
21;0.6469350961538461;1.0669945203340971
22;0.6753305288461539;0.9893403832729046
23;0.7019230769230769;0.9048654482914851
24;0.7131911057692307;0.8748110028413626
25;0.7297175480769231;0.8182632831426767
26;0.7591646634615384;0.7564239822901212
27;0.7623197115384616;0.7159377886698797
28;0.7895132211538461;0.6600149686519916
29;0.8058894230769231;0.6109524415089533
0;0.13972355769230768;5.226723313331604
1;0.20748197115384615;4.496323768909161
2;0.24188701923076922;3.9946450728636522
3;0.2780949519230769;3.512254394017733
4;0.32872596153846156;3.0492976949765134
5;0.36478365384615385;2.6617160852138815
6;0.39077524038461536;2.3701333357737613
7;0.42953725961538464;2.0973326517985416
8;0.46153846153846156;1.8979448561484997
9;0.4953425480769231;1.702861861540721
10;0.5264423076923077;1.5453174320551066
11;0.5504807692307693;1.3955168632360606
12;0.5841346153846154;1.305267374102886
13;0.61328125;1.1981793149159505
14;0.6536959134615384;1.0601965979887888
15;0.6838942307692307;0.955776857642027
16;0.7179987980769231;0.860920828122359
17;0.7357271634615384;0.805302559183194
18;0.7552584134615384;0.7390729647416335
19;0.7821514423076923;0.6751957552937361
20;0.8006310096153846;0.6143989499944907
21;0.8203125;0.5555933713912964
22;0.833984375;0.5129761380644945
23;0.8377403846153846;0.4891461111032046
24;0.8511117788461539;0.4605334853896728
25;0.8599759615384616;0.4220108659221576
26;0.8700420673076923;0.3945974839421419
27;0.8793569711538461;0.3829531967639923
28;0.8757512019230769;0.36724043637514114
29;0.884765625;0.35014355841737527
30;0.8855168269230769;0.3393261343813859
31;0.8979867788461539;0.309657270518633
32;0.8975360576923077;0.30669881489414436
33;0.8999399038461539;0.2909196577966213
34;0.9000901442307693;0.2934268065370046
35;0.9005408653846154;0.29048744990275455
36;0.9065504807692307;0.27926424288978946
37;0.904296875;0.272147727986941
38;0.9088040865384616;0.26037071817196333
39;0.9073016826923077;0.25885170554885495
40;0.908203125;0.26137500829421556
41;0.9091045673076923;0.261687829803962
42;0.9119591346153846;0.2547863128666694
43;0.9154146634615384;0.2353180285829764
44;0.9136117788461539;0.2373650225882347
45;0.9167668269230769;0.2415948911355092
46;0.9134615384615384;0.24076265068008348
47;0.9139122596153846;0.24197076404323944
48;0.9176682692307693;0.2324500003686318
49;0.9172175480769231;0.22179784023990998
